"Subject","Trial","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
995543580,53,"self","Self","Self","Nonmatching",578,0.578,1
995543580,55,"self","Self","Self","Matching",458,0.458,1
995543580,57,"self","Self","Self","Matching",312,0.312,1
995543580,59,"self","Self","Self","Matching",288,0.288,1
995543580,61,"friend","Friend","Close","Nonmatching",724,0.724,1
995543580,63,"friend","Friend","Close","Nonmatching",320,0.32,1
995543580,65,"friend","Friend","Close","Matching",624,0.624,1
995543580,67,"friend","Friend","Close","Nonmatching",444,0.444,1
995543580,69,"friend","Friend","Close","Matching",672,0.672,1
995543580,71,"friend","Friend","Close","Nonmatching",483,0.483,1
995543580,73,"friend","Friend","Close","Matching",411,0.411,1
995543580,75,"self","Self","Self","Nonmatching",990,0.99,1
995543580,77,"self","Self","Self","Nonmatching",511,0.511,1
995543580,79,"friend","Friend","Close","Matching",582,0.582,1
995543580,81,"self","Self","Self","Nonmatching",811,0.811,1
995543580,83,"friend","Friend","Close","Nonmatching",797,0.797,1
995543580,85,"self","Self","Self","Matching",717,0.717,1
995543580,87,"self","Self","Self","Nonmatching",930,0.93,0
995543580,89,"friend","Friend","Close","Nonmatching",861,0.861,0
995543580,91,"friend","Friend","Close","Matching",795,0.795,1
995543580,93,"friend","Friend","Close","Matching",860,0.86,1
995543580,95,"friend","Friend","Close","Matching",461,0.461,1
995543580,97,"self","Self","Self","Matching",592,0.592,1
995543580,99,"friend","Friend","Close","Matching",567,0.567,1
995543580,101,"self","Self","Self","Nonmatching",415,0.415,1
995543580,103,"friend","Friend","Close","Matching",580,0.58,1
995543580,105,"self","Self","Self","Matching",515,0.515,1
995543580,107,"self","Self","Self","Matching",395,0.395,1
995543580,109,"self","Self","Self","Nonmatching",572,0.572,0
995543580,111,"friend","Friend","Close","Matching",748,0.748,1
995543580,113,"self","Self","Self","Matching",601,0.601,1
995543580,115,"friend","Friend","Close","Nonmatching",335,0.335,1
995543580,117,"self","Self","Self","Nonmatching",613,0.613,0
995543580,119,"self","Self","Self","Matching",564,0.564,1
995543580,121,"self","Self","Self","Matching",430,0.43,1
995543580,123,"self","Self","Self","Nonmatching",681,0.681,1
995543580,125,"friend","Friend","Close","Matching",710,0.71,1
995543580,127,"friend","Friend","Close","Matching",795,0.795,1
995543580,129,"friend","Friend","Close","Matching",519,0.519,1
995543580,131,"friend","Friend","Close","Matching",378,0.378,1
995543580,133,"self","Self","Self","Nonmatching",724,0.724,1
995543580,135,"friend","Friend","Close","Nonmatching",711,0.711,1
995543580,137,"friend","Friend","Close","Nonmatching",314,0.314,1
995543580,139,"self","Self","Self","Matching",450,0.45,1
995543580,141,"friend","Friend","Close","Matching",686,0.686,1
995543580,143,"friend","Friend","Close","Nonmatching",542,0.542,1
995543580,145,"self","Self","Self","Matching",725,0.725,0
995543580,147,"friend","Friend","Close","Nonmatching",635,0.635,1
995543580,149,"self","Self","Self","Nonmatching",406,0.406,1
995543580,151,"self","Self","Self","Nonmatching",329,0.329,1
995543580,153,"self","Self","Self","Nonmatching",484,0.484,1
995543580,155,"friend","Friend","Close","Matching",643,0.643,1
995543580,157,"friend","Friend","Close","Matching",525,0.525,1
995543580,159,"friend","Friend","Close","Matching",409,0.409,1
995543580,161,"self","Self","Self","Matching",744,0.744,1
995543580,163,"friend","Friend","Close","Matching",659,0.659,1
995543580,165,"friend","Friend","Close","Nonmatching",487,0.487,1
995543580,167,"friend","Friend","Close","Matching",469,0.469,0
995543580,169,"self","Self","Self","Matching",596,0.596,1
995543580,171,"friend","Friend","Close","Nonmatching",554,0.554,1
995543580,173,"self","Self","Self","Matching",551,0.551,1
995543580,175,"self","Self","Self","Matching",745,0.745,1
995543580,177,"friend","Friend","Close","Nonmatching",536,0.536,1
995543580,179,"self","Self","Self","Nonmatching",801,0.801,1
995543580,181,"self","Self","Self","Matching",516,0.516,1
995543580,183,"friend","Friend","Close","Nonmatching",694,0.694,1
995543580,185,"self","Self","Self","Matching",603,0.603,1
995543580,187,"self","Self","Self","Matching",325,0.325,1
995543580,189,"friend","Friend","Close","Matching",750,0.75,1
995543580,191,"self","Self","Self","Nonmatching",648,0.648,1
995543580,193,"friend","Friend","Close","Matching",695,0.695,1
995543580,195,"self","Self","Self","Nonmatching",790,0.79,0
995543580,197,"self","Self","Self","Matching",745,0.745,1
995543580,199,"self","Self","Self","Nonmatching",647,0.647,1
995543580,201,"friend","Friend","Close","Nonmatching",592,0.592,1
995543580,203,"friend","Friend","Close","Nonmatching",305,0.305,1
995543580,205,"self","Self","Self","Matching",565,0.565,1
995543580,207,"self","Self","Self","Nonmatching",466,0.466,1
995543580,209,"friend","Friend","Close","Nonmatching",446,0.446,1
995543580,211,"self","Self","Self","Matching",731,0.731,1
995543580,213,"self","Self","Self","Nonmatching",463,0.463,1
995543580,215,"friend","Friend","Close","Nonmatching",629,0.629,1
995543580,217,"self","Self","Self","Nonmatching",615,0.615,1
995543580,219,"friend","Friend","Close","Matching",498,0.498,1
995543580,221,"friend","Friend","Close","Nonmatching",507,0.507,1
995543580,223,"friend","Friend","Close","Nonmatching",413,0.413,1
995543580,225,"self","Self","Self","Nonmatching",413,0.413,1
995543580,227,"friend","Friend","Close","Matching",514,0.514,1
995543580,229,"friend","Friend","Close","Nonmatching",496,0.496,1
995543580,231,"self","Self","Self","Matching",581,0.581,1
995543580,233,"self","Self","Self","Nonmatching",504,0.504,1
995543580,235,"self","Self","Self","Nonmatching",495,0.495,1
995543580,237,"friend","Friend","Close","Nonmatching",633,0.633,1
995543580,239,"self","Self","Self","Matching",597,0.597,1
995543581,1,"friend","Friend","Close","Nonmatching",754,0.754,1
995543581,3,"self","Self","Self","Nonmatching",592,0.592,1
995543581,5,"self","Self","Self","Nonmatching",859,0.859,1
995543581,7,"friend","Friend","Close","Nonmatching",696,0.696,1
995543581,9,"self","Self","Self","Nonmatching",956,0.956,1
995543581,11,"self","Self","Self","Matching",634,0.634,1
995543581,13,"self","Self","Self","Matching",635,0.635,1
995543581,15,"self","Self","Self","Matching",463,0.463,1
995543581,17,"friend","Friend","Close","Nonmatching",850,0.85,1
995543581,19,"self","Self","Self","Nonmatching",958,0.958,1
995543581,23,"friend","Friend","Close","Nonmatching",898,0.898,1
995543581,25,"friend","Friend","Close","Nonmatching",751,0.751,1
995543581,27,"friend","Friend","Close","Nonmatching",516,0.516,1
995543581,29,"self","Self","Self","Nonmatching",991,0.991,1
995543581,31,"self","Self","Self","Nonmatching",704,0.704,1
995543581,33,"self","Self","Self","Matching",799,0.799,1
995543581,35,"friend","Friend","Close","Nonmatching",1130,1.13,0
995543581,39,"friend","Friend","Close","Nonmatching",1025,1.025,1
995543581,41,"self","Self","Self","Nonmatching",895,0.895,1
995543581,43,"self","Self","Self","Nonmatching",650,0.65,1
995543581,45,"friend","Friend","Close","Matching",823,0.823,1
995543581,47,"friend","Friend","Close","Matching",582,0.582,1
995543581,49,"self","Self","Self","Matching",1066,1.066,1
995543581,51,"self","Self","Self","Matching",583,0.583,1
995543581,53,"self","Self","Self","Matching",627,0.627,1
995543581,55,"self","Self","Self","Matching",653,0.653,1
995543581,59,"self","Self","Self","Matching",545,0.545,1
995543581,65,"self","Self","Self","Nonmatching",1009,1.009,1
995543581,67,"friend","Friend","Close","Matching",860,0.86,1
995543581,69,"friend","Friend","Close","Matching",673,0.673,1
995543581,71,"friend","Friend","Close","Matching",691,0.691,1
995543581,73,"self","Self","Self","Matching",918,0.918,1
995543581,77,"friend","Friend","Close","Matching",534,0.534,1
995543581,79,"friend","Friend","Close","Nonmatching",715,0.715,1
995543581,81,"self","Self","Self","Matching",914,0.914,1
995543581,83,"self","Self","Self","Matching",519,0.519,1
995543581,87,"self","Self","Self","Matching",748,0.748,1
995543581,89,"friend","Friend","Close","Matching",1032,1.032,1
995543581,91,"friend","Friend","Close","Matching",529,0.529,1
995543581,93,"friend","Friend","Close","Nonmatching",788,0.788,1
995543581,95,"self","Self","Self","Nonmatching",934,0.934,1
995543581,97,"friend","Friend","Close","Nonmatching",991,0.991,1
995543581,99,"self","Self","Self","Nonmatching",824,0.824,1
995543581,101,"self","Self","Self","Nonmatching",520,0.52,1
995543581,103,"self","Self","Self","Matching",843,0.843,1
995543581,105,"friend","Friend","Close","Matching",772,0.772,1
995543581,107,"friend","Friend","Close","Matching",500,0.5,1
995543581,109,"self","Self","Self","Nonmatching",841,0.841,1
995543581,111,"self","Self","Self","Matching",718,0.718,1
995543581,113,"friend","Friend","Close","Nonmatching",1062,1.062,1
995543581,115,"self","Self","Self","Matching",697,0.697,1
995543581,117,"friend","Friend","Close","Nonmatching",758,0.758,1
995543581,119,"friend","Friend","Close","Nonmatching",755,0.755,1
995543581,121,"friend","Friend","Close","Matching",649,0.649,1
995543581,123,"self","Self","Self","Nonmatching",1102,1.102,1
995543581,125,"friend","Friend","Close","Nonmatching",1016,1.016,1
995543581,127,"friend","Friend","Close","Nonmatching",724,0.724,1
995543581,129,"friend","Friend","Close","Matching",870,0.87,1
995543581,131,"friend","Friend","Close","Matching",622,0.622,1
995543581,133,"friend","Friend","Close","Matching",689,0.689,1
995543581,135,"friend","Friend","Close","Matching",692,0.692,1
995543581,137,"self","Self","Self","Nonmatching",856,0.856,1
995543581,139,"self","Self","Self","Matching",708,0.708,1
995543581,141,"friend","Friend","Close","Matching",1139,1.139,1
995543581,143,"friend","Friend","Close","Matching",542,0.542,1
995543581,145,"friend","Friend","Close","Matching",538,0.538,1
995543581,147,"self","Self","Self","Matching",616,0.616,1
995543581,149,"self","Self","Self","Nonmatching",871,0.871,1
995543581,151,"self","Self","Self","Matching",782,0.782,1
995543581,153,"friend","Friend","Close","Matching",681,0.681,1
995543581,155,"self","Self","Self","Matching",1196,1.196,1
995543581,157,"friend","Friend","Close","Nonmatching",843,0.843,1
995543581,159,"friend","Friend","Close","Nonmatching",792,0.792,1
995543581,161,"friend","Friend","Close","Matching",627,0.627,1
995543581,163,"friend","Friend","Close","Nonmatching",933,0.933,1
995543581,165,"self","Self","Self","Nonmatching",942,0.942,1
995543581,167,"friend","Friend","Close","Matching",886,0.886,1
995543581,169,"friend","Friend","Close","Matching",730,0.73,1
995543581,171,"self","Self","Self","Matching",708,0.708,1
995543581,173,"self","Self","Self","Nonmatching",835,0.835,1
995543581,177,"self","Self","Self","Matching",656,0.656,1
995543581,179,"friend","Friend","Close","Matching",704,0.704,1
995543581,181,"self","Self","Self","Nonmatching",743,0.743,1
995543581,183,"self","Self","Self","Matching",627,0.627,1
995543581,185,"friend","Friend","Close","Nonmatching",958,0.958,1
995543581,187,"friend","Friend","Close","Nonmatching",923,0.923,1
995543581,189,"friend","Friend","Close","Matching",658,0.658,1
995543581,191,"friend","Friend","Close","Nonmatching",1137,1.137,1
995543581,193,"self","Self","Self","Nonmatching",969,0.969,0
995543581,195,"self","Self","Self","Matching",966,0.966,1
995543581,197,"self","Self","Self","Nonmatching",634,0.634,1
995543581,199,"friend","Friend","Close","Nonmatching",823,0.823,1
995543581,203,"friend","Friend","Close","Nonmatching",772,0.772,1
995543581,205,"self","Self","Self","Matching",861,0.861,1
995543581,207,"self","Self","Self","Nonmatching",651,0.651,1
995543581,209,"self","Self","Self","Matching",729,0.729,1
995543581,211,"self","Self","Self","Matching",683,0.683,1
995543581,213,"friend","Friend","Close","Matching",797,0.797,1
995543581,215,"friend","Friend","Close","Matching",592,0.592,1
995543581,217,"self","Self","Self","Nonmatching",605,0.605,1
995543581,219,"self","Self","Self","Matching",789,0.789,1
995543581,221,"self","Self","Self","Matching",623,0.623,1
995543581,223,"self","Self","Self","Nonmatching",545,0.545,1
995543581,225,"friend","Friend","Close","Nonmatching",966,0.966,1
995543581,227,"self","Self","Self","Matching",547,0.547,1
995543581,229,"friend","Friend","Close","Nonmatching",753,0.753,1
995543581,231,"self","Self","Self","Nonmatching",1014,1.014,1
995543581,233,"self","Self","Self","Nonmatching",811,0.811,1
995543581,235,"friend","Friend","Close","Nonmatching",929,0.929,1
995543581,237,"friend","Friend","Close","Nonmatching",640,0.64,1
995543581,239,"friend","Friend","Close","Matching",900,0.9,1
995543583,1,"friend","Friend","Close","Matching",1121,1.121,0
995543583,3,"friend","Friend","Close","Matching",1065,1.065,1
995543583,5,"friend","Friend","Close","Nonmatching",1170,1.17,1
995543583,7,"friend","Friend","Close","Matching",916,0.916,1
995543583,11,"friend","Friend","Close","Nonmatching",996,0.996,0
995543583,13,"self","Self","Self","Matching",754,0.754,1
995543583,29,"self","Self","Self","Nonmatching",1036,1.036,0
995543583,33,"self","Self","Self","Matching",1154,1.154,1
995543583,35,"self","Self","Self","Matching",509,0.509,1
995543583,37,"self","Self","Self","Nonmatching",760,0.76,1
995543583,41,"self","Self","Self","Matching",680,0.68,1
995543583,43,"self","Self","Self","Nonmatching",953,0.953,1
995543583,47,"self","Self","Self","Matching",1107,1.107,1
995543583,49,"friend","Friend","Close","Nonmatching",892,0.892,1
995543583,51,"self","Self","Self","Matching",499,0.499,1
995543583,53,"self","Self","Self","Nonmatching",821,0.821,1
995543583,55,"self","Self","Self","Matching",882,0.882,1
995543583,57,"friend","Friend","Close","Nonmatching",1091,1.091,1
995543583,59,"friend","Friend","Close","Nonmatching",1115,1.115,1
995543583,61,"self","Self","Self","Nonmatching",1097,1.097,1
995543583,63,"self","Self","Self","Matching",783,0.783,1
995543583,65,"self","Self","Self","Matching",774,0.774,1
995543583,67,"friend","Friend","Close","Matching",806,0.806,0
995543583,69,"self","Self","Self","Matching",801,0.801,1
995543583,71,"self","Self","Self","Matching",483,0.483,1
995543583,73,"self","Self","Self","Nonmatching",715,0.715,1
995543583,77,"friend","Friend","Close","Matching",985,0.985,1
995543583,79,"self","Self","Self","Nonmatching",557,0.557,0
995543583,81,"self","Self","Self","Matching",602,0.602,1
995543583,83,"friend","Friend","Close","Nonmatching",775,0.775,1
995543583,85,"self","Self","Self","Matching",452,0.452,1
995543583,89,"self","Self","Self","Matching",581,0.581,1
995543583,91,"friend","Friend","Close","Matching",667,0.667,0
995543583,93,"friend","Friend","Close","Matching",733,0.733,1
995543583,95,"self","Self","Self","Matching",649,0.649,1
995543583,97,"friend","Friend","Close","Nonmatching",1178,1.178,1
995543583,99,"self","Self","Self","Nonmatching",807,0.807,0
995543583,101,"friend","Friend","Close","Matching",1185,1.185,1
995543583,103,"friend","Friend","Close","Nonmatching",1076,1.076,1
995543583,107,"self","Self","Self","Matching",824,0.824,1
995543583,109,"self","Self","Self","Matching",480,0.48,1
995543583,111,"self","Self","Self","Matching",524,0.524,1
995543583,115,"friend","Friend","Close","Matching",834,0.834,1
995543583,117,"self","Self","Self","Nonmatching",748,0.748,0
995543583,121,"self","Self","Self","Nonmatching",987,0.987,1
995543583,123,"self","Self","Self","Nonmatching",925,0.925,1
995543583,125,"self","Self","Self","Nonmatching",696,0.696,1
995543583,127,"self","Self","Self","Matching",683,0.683,1
995543583,129,"self","Self","Self","Nonmatching",984,0.984,1
995543583,131,"self","Self","Self","Nonmatching",993,0.993,1
995543583,133,"friend","Friend","Close","Nonmatching",750,0.75,0
995543583,135,"friend","Friend","Close","Matching",1063,1.063,1
995543583,137,"friend","Friend","Close","Nonmatching",914,0.914,1
995543583,139,"friend","Friend","Close","Nonmatching",839,0.839,1
995543583,141,"friend","Friend","Close","Matching",808,0.808,0
